Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Datetime,,,,,
2025-10-14 13:30:00+00:00,594.489990234375,595.2999877929688,594.1199951171875,595.1884765625,4335656
2025-10-14 13:31:00+00:00,594.3099975585938,594.97998046875,594.0900268554688,594.510009765625,362160
2025-10-14 13:32:00+00:00,594.6099853515625,594.7999877929688,594.239990234375,594.3300170898438,335759
2025-10-14 13:33:00+00:00,593.5999755859375,594.6900024414062,593.5800170898438,594.6199951171875,312541
2025-10-14 13:34:00+00:00,593.4099731445312,593.8200073242188,593.3599853515625,593.6099853515625,325340
